Tip,Paylaşım
Pozitif,sizi seven bir kadını kendinizden nefret eder hale getirirsiniz 
Pozitif,beyaz tv bir kanaldan etik değerler yüzünden kovulmak büyük başarı istertebrikler 
Pozitif,danla keşke saçlarını zamanki dalgalı yapıp zarif bir kalem elbise gitseydin 
Negatif,sosyetenin cilalı mermer taşlarında büyüdün amcık 
Negatif,bebeyim şimdi sen bana gerizeka olduğunu söyle bende şaşırmış yapıyım hadi 
Pozitif,yahu yaşında çocuk gözünde mavi kemik gözlük saçlar yanları böyle kısa üstler uzun atmış arkaya ucunu sarıya boya 
Negatif,büyük sorun sensin bi siktir hit 
Pozitif,bizlerden gerek iş hayatında gerek sosyal hayatta desteğini hiçbir zaman esirgemeyen bize ekip ruhunu ekip çalışmasını öğrtin 
Negatif,algı yapıyor dümbük takılmayın fazla gidecekler rahat olun 
Pozitif,doğum günün kutlu olsun güzel arkadaşım 
Negatif,korkudan nasılda silmiş tweeti ibne 
Negatif,önce önümüzden bi adam masturbasyon yaparak geçti sate dışarda işimiz var değil mi 
Negatif,naber lan tırrek yaştığını yaşamadın 
Pozitif,ben admini sevdim tatlı 
Negatif,samsunlu aşifteyüreğin varsa gizli numaradan değilkendi numarandan ararsinemniyeti boşuna meşgul etmeyelim 
Negatif,sg pislik mxkmdmxmxm 
Pozitif,bronshit yatalak oluşumdan kitap bitirdim hasta olmasam okumayı unutacaktım olsa sosyal medyanın köpeğiyiz 
Pozitif,survivor hilmim yaa kadar tatlı olma 
Negatif,orospu çocuğu yemediniz ben napiyim 
Pozitif,survivor survivor gönüllülerin iyisi büyük anket 
Pozitif,hale şükür gerek 
Pozitif,hayırlı geceler 
Negatif,uzun boy şık giyim demişsin isteklerinin kalitesi etrafa alıcı gözle baksamda aşifte kızlar kapıyo 
Negatif,doğduğunda kulağına kahpe mi fısıldadılar 
Pozitif,transkripti görelim bakalım var mıymış öyle bir ders 
Negatif,tudordefol kahpe tudor istifa 
Pozitif,beni sersem ediyor bunca acı 
Pozitif,kendimi zorlayarak bir mekana geldim yine salak tiplere bakarak gülüyorum eğleniyorum müzik alakası yok 
Pozitif,ben öğretmenlikten vuruldum diyor sonra ben öğretmenim cümleye başlayıp acıtasyon yapıyor 
Negatif,allah lah nerenin adetiymiş yav abazza anadolular hanımlara yanlıyo 
Negatif,bana masturbasyon yaparak vido atarmisin 
Negatif,tam bir orospu çocuğusun onu anlamadiktan sonra dinliyorsunki geber amq 
Pozitif,güçlü karar mekanizmasına sahip birer bilgisayar gibiyiz beynimiz düşüncelerimizden komutlar alıyor 
Pozitif,kariniza sevgilinize makyaj yaptirmiyorsunuz sonra full makyaj süslü püslü kadınlarla aldatiyorsunuz vla ben bir 
Negatif,hepinizden nefret ediyorum paçavraucubeaşifteşerefsizin önde gidenleri fotoğrafı 
Pozitif,yarışmacı ülkelerden oylama 
Negatif,fenası aşifte olacaksın 
Pozitif,görüş sonrası sizlerle önemli şeyler paylaşcam 
Pozitif,ayrıca unvanı üniversitelerin vermesi halinde üak ta başarılı bulunan adaylar doçent kadrosu buluncaya kadar unvanın verdi 
Negatif,tudoristifa buraya kadarmış beyinsiz tudor artık siktir olup gidebilirsin 
Negatif,hemen simdi tudor denen orsu evladini kovmayan yönetimin amq bize oturup kahpe kari sakiz çiğneyen teknik adam lazim degil 
Negatif,elif yokluğumu fırsat bilen ibne geldiğim zaman ağzına özel olarak sıçacağım 
Pozitif,profesör poz verin dedi sonuç geleceğin öğretmenlerine merhaba deyin 
Negatif,yine bir andaval turnikeden geçmeyi beceremediği tramvayı kaçırdık saniyeyle falan gel ülkede yaşa 
Pozitif,kendine yakışır şekilde hakkıyla ses çıkaran bir duruştur 
Negatif,yalan uydurmak iftira atmak kendi yaptığı arzızlığı karşı taraf yapmış göstermek alçak zihniyetin yol haritasıdır 
Negatif,erkeklerin büyük çoğunluğu instagramdan dm atıp tanışıp takılacaklarını sanacak kadar ultra gerizeka mal zavallılar 
Negatif,abi aleksi bi foto sahnesinde bi nezarette umumhane dedialeksi senin ben ağzına sne kadın düşkünü çıktın 
Negatif,gerizeka insanlar acayip mutlu aq imreniyorum 
Pozitif,bi duruşu var 
Pozitif,şişko yanaklarımı yoketme hilesi neydi acil söylesiin 
Pozitif,fizikçi geldi işte fenerliler yine iyiler falan dedi aziz yıldırım geliyormuş falan abi azizi yıldırım 
Pozitif,seni bize veren allaha şükür sonra doğuran güzel nene dua ediyorum iyi varsın 
Negatif,hanımcı pezevenk 
Negatif,içine girmiş karının pislik 
Pozitif,müzik eşliğinde ulaşı bekliyorum 
Negatif,hshshshddhdh gerizeka 
Negatif,anani sikerim goskel sampiyon olamayacaksin oruspu cocugu simarik kahpe cocugu 
Pozitif,ben seni seviyorum 
Negatif,puşt deyince aklına geldi sizce 
Pozitif,takipçilerimin erkek profil köy kıraathanesine döndü biraz sanat sepet falan filan paylaşımı yapacağım artık 
Pozitif,ben kitap okurum deli derler saatmi okumanın ati yoklakin akla giren saatler şarkılarirler gece yazılmış 
Negatif,kes lan konsomatris suratlı 
Pozitif,elli bin kadın çocuk fenerbahçe taraftarına güzel glerinden birini armağan ediyor 
Negatif,kızışmış pılımızı pırtımızı toplayıp gidelim iyisi 
Negatif,bundan sana tasası sanamı düştü dalyaprak zirzop 
Negatif,hay allah senin çenesini kapatsın artık kadar angut bir adam olamaz 
Pozitif,size spine breaker şarkı sözlerini bırakıyorum 
Pozitif,dördüncü gün kanka sevgili yaptım kendime 
Negatif,ulen dakika döndünüz eskiden katil dediğiniz şimdi kurtariciniz kadar dönek olmayın 
Negatif,kalk siktir git okulunu oku amk 
Pozitif,sıcak makyaj dakika sonra akacak 
Negatif,günaydın seksi karımın potansiyel sikicileri hayattan zevk almasını bilen benim gavat ruhlular 
Pozitif,bir kere kuzenimin düğününde alçak bir kuaförün eline düşmüştüm bana makyaj yaptı sonra düğün yerine gittik dedemin elin 
Negatif,konuşuyosun tabi gerzek eey almanya hadi utancından yerin dibine gir çıkma 
Negatif,allah belanı versin mertcan senin senin gibilerin hepiniz yokolun inşlah 
Pozitif,den tl ye inen bir pantalon aldım mutluyum 
Pozitif,yüzümde sıfır makyaj uykulu gözlerherşeye rağmen paylaşılmaya değer bir fotoğraf 
Negatif,takımı liderken kovulan ilk gerizeka olmak üzere 
Negatif,sizdeki kürt düşmanlığı kadar yoktur embesil hamam böcekleri 
Pozitif,ahlaklı hayırlısı olsun herkes 
Pozitif,insanlık istese neler başarır mirim felsefesiyle olmazları oldurtan film 
Negatif,bunlar yanyana gelen dediklerini yapamaz ayyaş oturan yaş kalkar 
Negatif,mustafa çocukların başına geldiyse senin suçun cenabet bir adamsın hala rivrivriv sana fikrini sorduk 
Negatif,herkes yapıyo ben yapınca nolmu cümlesini söyleyen var gözümde direkt aptal orospu çocuğunun teki oluyo 
Pozitif,birsen bugün dün yarında survivorda olması gerektiğini gün bir ispat ediyor 
Pozitif,önce porto maçına bilet geldi aşırı mutluyum lan 
Negatif,gardaşim dün habertürk te proğramı izledim şerefiz aytuğ şerefsizliğin kitabını yadıproğramda 
Negatif,kendinizi bir bok zannediyorsunuz benim canımı sıkıyor 
Pozitif,istanbul büyükşehir belediye meclisinde konsolide milyar tl büyükşehir bütçesini görüşerek kabul ettik 
Negatif,öyle mi kevaşe üzerinden yorum yapalım kıçındaki donun lastiği bile dolarla alınıyor büyükbaş 
Negatif,yalaka çıktınız amk gelmeyin amk 
Negatif,cüce kız tesellisi parayla yazdırdınız 
Pozitif,gayri resmi mektup iyi tanıdığımız insanlara 
Negatif,parayı aldin mi ilhan dan selimtl olarak alsaydin şikeci pezevenk seni 
Pozitif,amerikademokrasi vaadiyle vietnam işgalti milyon ölümilyonlarca sakata rağmen savaşı vietnam halkı kazandı 
Negatif,gerzek gerzek konuşuyorsunuz alçak ırkçı faşist aynı zamanda kışkırtıcı 
Pozitif,ulan iyi olmuş 
Pozitif,buna makyaj diyen maasli trlere anlatayim bir insan alnina darbe aldiginda once alni siser morarir 
Negatif,lanet olsun ben online oyun oynarken youtube instada video izlemeyin ping atıyo aq 
Pozitif,kendini vazgeçilmez sananların hiçbiri şuan hayatımda değil gayet mutluyum 
Pozitif,gelin adayı var baban hayrına düğün masraflarına ortakçı oluyor sorsana 
Negatif,yalaka orospu ultraslan hala tudor un yanındaysanız sizinde allah belanızı versin sucuk ekmekçi pezevenk 
Pozitif,senden öğrendiğim değerler binlerce teşekkür ederim canım nem 
Negatif,tarihimizin pahalı kadrolarından birisini böyle vasat beyinsiz bir hocayla tüketemeyiz igor tudor kısa süre 
Negatif,haltercilerinki kadar tipsiz bi vücut görmedim cüce aynı 
Negatif,heyecanlı bakmıyor bir bildiğin ibrik suratlı lavuk 
Negatif,merve şirret burcu yılan olmalıyız djsbnsndksb 
Pozitif,ilk bölümün ilk dakikalarında uyarmıştım ben 
Pozitif,hüzün alabildiğine hüzün gece 
Pozitif,bazen sadece telefon almak paran vardır 
Negatif,yil sonra mesaj atma sikerim belani 
Pozitif,hayatımın uzun dönemi artık bitsin istiyorum gerçekten dayanacak gücüm kalmadı 
Pozitif,yarın iki sınavım var ben ders çalışacak gücü bulamadım 
Negatif,sen domal böyle ben sikerim cnm 
Negatif,senin beynin angarya tirrek 
Pozitif,cerrahpaşaduruşu başı dik onurlu saygılı bir duruştur ayrılmak istemiyoruz 
Pozitif,ulan kadar lüks evde oturuyorsun birde tikisin gidip koluna casio takiyon herşeyiniz kurmaca be size 
Negatif,seninde amk ben kahpe evlatlari ingiliz piçleri soysuz pezevenk cennemde yansı it soyu 
Pozitif,böyle devam et adamsın 
Pozitif,fernando reges bir kraldır 
Negatif,aptal cumleler kurarak heryerden ben değilim diyerek sandin sen beni nefret ettiğim şeyler zaten 
Pozitif,yemekteyiz içimde insan sevgisi olan puanım nedemek 
Negatif,ders iptallerini uyanıp evden çıktıktan sonra söylenince varya lah istemsizce bir sövüyorumulan şimdi mi söylenir andaval 
Pozitif,güzel şarkı 
Negatif,hafifmeşrep erkeklerden hoşlanmıyorum erkek dediğinin fethi zor fatihi tek olmalı 
Negatif,veriler açıklandı avrupa veled zina kaynıyor 
Negatif,merve kafayı yedi hazmedemedi kaybetmeyi helal gönüllüler 
Negatif,kimmiş göt merak tim 
Pozitif,merhaba bir tatlı görmek istemiyorum görüşürüz 
Negatif,bunlar hakikaten gerizeka ulan haklıysanız adalet istiyorsanız insan gider maçınızı izlersiniz 
Negatif,gerizeka doluyum ben dedi andaval okuma özürlüsü 
Pozitif,bugün ksilofon ağzına kadar çikolata doldurulmuş kfc kutusu aldım harika arkilerim var mutluyum 
Negatif,boş boş konuşma lan hırbo dayanarak yalaka ilan ediyon 
Pozitif,ballı kaymağım sen bir harikasın kırmızı halı sersem oscar alırsın 
Pozitif,elbette rızık korkumuz yoktur ancak lah tandır bir işi ehline vermemek zulümdür hak kiminse liyakat sahibine 
Pozitif,ohh şükür bulundu kuzum geçmiş olsun blisi 
Pozitif,çikolata el öpmem ben 
Negatif,ben böyle hayatın amk 
Negatif,herkes mertcanin dingil oldugu noktasinda hemfikir mi 
Pozitif,dersten geçebilmem yapmam gereken ödevi yine son haftaya bıraktım aptal andaval beyinsiz bi kızım ben ölmek istiyorum 
Negatif,lan sikini yalamadigin kimse kaldi mi sisko emros iyice follos oldun orospu papazenes sükür 
Negatif,sen bi gavat dürzü sün la amina godugumun yumuşagi 
Negatif,annenin amını dleyim fahişe yırtana kadar sikerim 
Pozitif,kardeş ben twiti atmadan favlıyosun süpersin hayalimdeki takipçisin 
Pozitif,efsane muazzam makyaj yapabilme yeteneğim var youtuber olarak yola adım atmaya karar verdim zengin olacağım zaman 
Negatif,nefeslerini kadar bosa tuketen embesil dunyanin hic bir yerinde yokkadere bak duse duse dustuler 
Negatif,clinton vakfını seviyormuş embesil orospu 
Pozitif,insan yapmadığı iyiliklerden suçludur 
Negatif,slm millet bucadan yokmu sakso çektirmek isteyen genç aktif 
Pozitif,ibrahim tatlıses izmirlileri uyandırmamız lazım uyuyorlar derin uykudan uyanamadılar 
Pozitif,yine bir düğün varbabam sen gelmiyorsan gidelim diyorarabadayızhala kimin düğününe gittiğimizi bilmiyorum 
Negatif,yine kampüs andaval kaynıyo 
Negatif,neymiş üzerindekiler markaymış sorun değil paçoz sende ucuz durmuş 
Negatif,yaşlı kadın görünce kendini kaybediyor lavuk 
Pozitif,yanliz degilde resmindeki tinto ustadi saygiyla yadediyorum 
Negatif,of gercekten amcık memeler harika yalamak sikmek isterim 
Negatif,ebeni belliyecek senin 
Pozitif,survivor finali birsen yaptı tbrklr birsen 
Pozitif,mutlu ak partili olana mutlu kutlu davaya gönül verene 
Pozitif,dünyadaki ilginç geleneklere inanamayacaksınız 
Negatif,kız yelloz naber 
Negatif,zampara yaa 
Negatif,amcık nereli 
Pozitif,çocuk gelin pedofili sayısı tavan yapmış durumda 
Negatif,benim onca şeyim senin olduğundan alakalı gerçekleşmedi bi gerçek defol cidden 
Negatif,yaw dombili komik adam 
Negatif,embesil gerizeka anlatmak istediğimi hala anlamıyosun 
Pozitif,galiba demokrasi adına demokrasi düşmanlarına müsamaha ede ede kendimizi demokrasimizi yok edeceğiz korkarım 
Negatif,off beyinsiz telefonu firlaticam simdi cektim arkadas yildir omrumu yedi yonetim biktim bee paragöz pislikler 
Pozitif,mutfağımız rekabetçi oldun lezzete sanat ktık isimli erasmus projemizin hareketliliği 
Negatif,bir tam bir serseri dostum 
Negatif,dediklerinin hatta misliyle sensin adi serefiz it 
Negatif,anaları aşifte çıktı iyi mi 
Pozitif,darısı cezaevinde bebeğiyle beraber tutuklu diğer annelere 
Negatif,bok insanlarla muhattap olmak zorunda kalmak 
Pozitif,minibüste metre bir çocuk vardı yanımda bütün yol kafama burnundan soludun neye sinirliydin bilmiyorum umarım 
Pozitif,yıldız alihanın tanışmasını buldunuz yorumları alalım 
Negatif,ahmak sensin bre zındık 
Pozitif,okul hafta yok mutluyum canım sıkılıyor 
Negatif,cenabet olabilir misin 
Pozitif,deli tahiri iyi sen oynuyorsun harikasin adaam 
Negatif,latovlevici piçini inatla oynatan büyük maçlardaki saçma sapan oyun düzeni çıkan yavşak tudor savunun 
Negatif,sen inan yapıyorlar haberleri zaten andaval 
Negatif,dünyanın itici insanlarından olabilirsin danla bilic 
Negatif,yaa bırak ayakları hırbo işin gücün şov 
Pozitif,herkes rütbesini bilecek 
Pozitif,yoruma gelin sonrada sizi kullanmıyoruz izlemeyin falan farklı düşünen kitleyi memnun etmek çabanız olduğunu zaten biliyoruz 
Pozitif,bazen bir kahve yudumlayıp bir şarkı açarsın susarsın şarkı senin söylemek istediğin şeyi söyler 
Pozitif,araba korna çaldığı çocuk kahkaha atıyor allahım beni böyle sebeplerden güldür 
Pozitif,istanbulu bitirdiniz sıra izmire mi geldidoymadınız hala paraya doğa düşmanlıüğ nedir allah aşkına 
Negatif,senin duymak istediklerini bilmem benim sana söylemek istediklerim azgın kaltak orospu benim orospu vs vs 
Negatif,amk videosunda lavuk konusuyo konuşmasa is makinesi sesi var memleketin paranormal videosu bile kalitesiz 
Pozitif,ender şurada uzaylı duruyor desen adam hoşgeldi sefalar getirdi diyecek 
Negatif,siktir git lan burdan sokuk 
Pozitif,iğreniyorum sizin egonuzdan cocukların sevinçlerini bitirdiniz survivor 
Pozitif,sol yanın çiçekler açsın çocukeksilmedeneksiltmeden 
Pozitif,yanakları şişko olan kızların mi tatlı olur 
Negatif,beyin yokki onu yapsın pis cüce 
Pozitif,evet taksici cocuk sen konuşma senide sevmiyoruz sıdıkanın orda olduğu günü unutmadık 
Negatif,allah bir belanızı vermedi lanet olsun sizlere 
Pozitif,yapay zeka insansı robotlar dengeyi degişti 
Pozitif,şişko yanaklarımı yok etme şansım var 
Pozitif,bırakın düşmanlığı ülke meselesi sebepten ötürü beşiktaş karşısında portoya başarılar diliyorum 
Negatif,bi siktir git godoş ataerkilmiş bunu varya belden bağlamalıyla dövücen jopla değil sanane amk 
Pozitif,hayırlı forumlar mic drop remix freni boşal kamyon misali üzerimize doğru geliyor tehlikenin farkinda misiniz 
Negatif,geleninde gideninde amk 
Negatif,iyi sikti bizi amk çakalı 
Pozitif,tabi bahane şart survivor 
Pozitif,unutmayın hepimiz bir engel 
Negatif,hafifmeşrep kızların bunu dert edeceğini sanmıyorum 
Negatif,aq düne kadar instagram canlı yayınında ağlayıp intihar edicem şeklinde prim yapmaya çalışan lavuk 
Pozitif,dünyada rabbime inanmayanları anlayamıyorum haşa 
Negatif,size amk 
Negatif,algıya bak beşiktaş şampiyon olmazsa seyirci azalacakmış ulan gerizeka millet kombine yenilemek sıra bekliyor angut 
Pozitif,güzelsin 
Pozitif,ilçelerden derslere gelmek binlerce km yol yaptılar 
Pozitif,millete politikacılar atatürkün emperyalizime karşı oluşunu modernite batılaşma çabasını yanlış anlıyor 
Negatif,tudor şimdi ölmüşlerini siktimin aptal orospu çocuğunu kovmayanin kanini sikerim kaniniya aq aklim almiyo 
Negatif,adamdan bi cacık olmaz adama sorduklarında beşiktaşlıyım cevabını verince utanç duyyorum dürzü aynı kefede oldum 
Pozitif,huzurlu keyifli bir gün diliyorum 
Pozitif,canım maşallah güzelsin gurban olduğum 
Negatif,orospu çocuğu nazmi ardıç kumpas mağdurlarını bile cezaevinde dinleten bir kahpe 
Pozitif,kafam ekmek kafa oldu dedi suratım tepsi oldu dedi sonra çikolata yemeye gitti kilo aldım dedi 
Negatif,allahsız puşt 
Pozitif,çikolata kalp damar hastalıklarını felç riskini azaltıyormuş mutlu ediyor nefes alsa evlenilir vicdansızla 
Negatif,kızlar bir soracağım lütfen cevap verin keko barzo tiplerle sevgili oluyorsunuz 
Negatif,aşağılık pislikler 
Pozitif,şarkı önerilerini alalım 
Pozitif,gulmeyin sap mutluyum bekarlık sultanlık by yurda demlik aldık mutluyum 
Negatif,linnes varken latovlevic rodrigues varken tolga ey gerizeka 
Negatif,şerefsiz yavşak idrisin hala yüzsüz yüzsüz karısıyla nikaha gelmesi sorunsalı tahir yengeye durumu zaman açıklıycan 
