Tip,Paylaşım
Pozitif,güzel sabahlar sabah namazı başlar hayırlı sabahlar allah devletimizi mletimizi reisimizi korusun inşallah 
Negatif,oç city analari sikilesiceler 
Pozitif,home office çalışmaktan 
Pozitif,twd bölümlerini gecenin köründe karanlıkta izlemek yerine öğle vakti balkonda seyrederim 
Negatif,allahım kızıl saç bembeyazlara yakışıyor esmerlere yakışıyor bi tek bana yakişmiyor orospu çocuğu 
Negatif,herkes mertcanin dingil oldugu noktasinda hemfikir mi 
Negatif,sondan önceki söz tagı açan çomarlar değil 
Negatif,atin yerine eşşek bağlamayacaksın aybüke eskisi canlı yayında fıstığım güzelım dıye salya akıtan magazinlerde el ele gezen eskisi kendinden sonra anan kocami gördü misalı kaç adamla ilişkı yaşayan kaşarla toplum derız admi boynuzlu pezevenk gavat derler böyle adama 
Negatif,sitedekiler salak 
Pozitif,hepsinin ötesinde baskıcı dönemde alınan kararların baskıcı iktidara hizmet edeceğini düşünüyorum yasa özgür bir ortamda getirilmeli 
Negatif,birinin kıçı değer ağzına alır gusül geçersiz ayy cenabet bnar 
Pozitif,bugün ıssız kimsesiz bir tepede bir başıma huzurla güne veda tim 
Pozitif,gazi meclisimiz tarihe tanıklık ederken bitince alkışlayın 
Pozitif,eglenceyse eglence 
Negatif,yi aksamlar bdsm sahibe mistress kole slave fetiş 
Negatif,kanatsız oyun oynamaya çalışıyor yok böyle kafa anası kahpe 
Pozitif,tip sanatçılar çıkar rant sanatçısı bir inceleyin açtığı restorantı hülya koçyiğitin damadı antalyayı yeniden kapmış birde tip rant sanatçıları devre güce hitap eder ideoloji yoktur 
Pozitif,düşünsene camdan dışarı bakıyorsun aşağıda hayat kısa hava soğuk insanlar karaktersiz sen benim ait olduğum yersin 
Pozitif,var özledim 
Negatif,senin aklın yok fikrin var çomar 
Negatif,sen şuan müslüman delsin ezgi sen şuan kafirsin sen kimin müslüman olup olmadığını bilemessin bir mümine kafir derse kişi dinden çıkmıştır sen şuan dinsizsin ezgi 
Pozitif,ağzın bal yesin endericiğim mimiklerine kurban senin kaybetmekorkusu 
Negatif,sus lan it 
Pozitif,ben avrupa giderken kafam eğik gitmiyorum çocuk kadın ihtiyar öldürmedik kutsal yerlere saldırmadık oys 
Pozitif,üç dua vardır kibunlar şüphesiz kabul edilirmazlumun duasıyolcunun duası babanın evladına duası 
Pozitif,sana yaziklar olsun yaziklar bozuk dövme demişken arada artık zahmet edip dövmenin yıldönümünde seansa gelsendi 
Pozitif,millet sevdiği dağları deliyo bende makyaj yaptıtım yapayım zirvedeyim 
Pozitif,doğanın işleyişi bozulmamalıdır ranta kurban edilmemelidir intikamı acı oluyor 
Pozitif,sabah sabah moralim bozuldu 
Pozitif,nefis üç köşeli dikendir türlü koysan batar mevlana 
Pozitif,yahu yaşında çocuk gözünde mavi kemik gözlük saçlar yanları böyle kısa üstler uzun atmış arkaya ucunu sarıya boya 
Negatif,amerikanin kürt cingenesi değilse bende bisey bilmiyorum 
Negatif,bana tipi yorumlatiyosun curettle favladin sen tiviti amk keli keli 
Pozitif,yunanistanda ekonomik kriz yaşanıyor tek çay euro gittik konuşuyoruz reisim ayrıca euro asgari aşları 
Negatif,itoğlu it 
Pozitif,istediğim zaman müzik yapma rahatlığına erişmek tam yıl aldı 
Pozitif,okullar açılmalı ta başlayacak yüz yüze eğitim uzmanlar farklı görüşte 
Negatif,aynı şeyi abim düşünüyorum kardeşim mal 
Pozitif,ölen köpeğin sahibi tek bir kişi değil bütün türkiye hepimiz şikayetçiyiz 
Negatif,edepsiz barış sayko barış barzo barış 
Negatif,atsana kalp krizi geçirsin pezevenk 
Pozitif,tmm önce uyumlu çift gördük kaşı gözü çenesi burnu boyu tipi bile kadar yakışan bir çift görmedik 
Pozitif,yok yere yıl hapis yatan adam 
Pozitif,rabbi karşınıza gönlü güzel ruhu güzel kalbi güzel nsanlar çıkarsın nallah akşamınız hayr olsun güzel insanlar çıkarsın 
Pozitif,hes yok ağaran şelalesi şairler deresine bağlanıyor kesinlikle hes yok maalesef dehşeti yaşadık dere evimin önünden geçiyor anları korkuyu anlatmak mümkün değil gerçekten yazık böyle bir durumda bari siyaset yapmayalım 
Pozitif,hayatta ödenmesi zor bedelin faizi sahipleri çocukları küçken iyi eğitmeden kötü yanlarını törpülemeden hayata hazırlamadan şımartan anne babalardır ölene kadar başına bela olur sen geriye dönüp baktığında onca yıl ödemediğine pişman olursun 
Pozitif,gel gör ölüsünü görüyorsun anca burdan atıyorsunuz amac sadece yorum almakmı 
Pozitif,tatlı kadın batıda sana çeksin emi 
Pozitif,ülkede kadar pislik olursan kadar fenomen oluyorsun 
Pozitif,gerçekten başarılı bayıldım 
Pozitif,smi eylem hıdırtepe bugün manisa saat civarlarında kaybolmuştur 
Pozitif,can çekişerek uyandım 
Negatif,artık bir gerçeği söyleme vakti geldi orospu çocuğunu özlüyorum nefretim büyük 
Pozitif,zenginsin fakirsin sağcısın solcusun inan bunlardan hangisi olursan ol beni gerçekten ilgilendirmiyor 
Pozitif,kürt türk kardeştir aksini söyleyen kalleştir 
Negatif,sen sevme haysiyetsiz 
Negatif,büyük yarak istiyorsan zaten insanlıktan çıkmışsın git eşeğin yarağini soktur boğazından çıksın yarak 
Pozitif,şarap tenin var sarhoş olmaya müsait boynunun güzel kokusuyla uyut beni 
Pozitif,islam aleminin cumasını kutlamak bana mesaj atıyorsun şeker kardeşim 
Pozitif,hava berbat yok böyle sıcak tatile gidip geleyim hemen kış gelsin 
Negatif,yok ayol ağzıma boşal isteyen 
Pozitif,ağlamıyorum 
Negatif,değil mi herkesi ezen kendi şişko olan defne dkmcmdnbdjd 
Negatif,geçen sene gördüm ilk survivor seçmelerinde aşık oldum föspxls sene olmadı sene kalamadı pezevenk 
Pozitif,geçmiş olsun umarım kimsenin canı yanmamiştir 
Pozitif,esad ın hayatta kalması zafer değil bir bedeli var 
Pozitif,gün olur ihanet eden sadakat ister 
Negatif,orospu çocuğu 
Pozitif,garip şeyler oluyor 
Pozitif,hayatımın hiçbir dönemin yalaka olmadım sebeple yaşayacağım kayıplardan üzüntü değil ancak gurur duyarım 
Pozitif,hadi bakalım iyi bir kısmetimiz çıkar 
Pozitif,salgının ülkemizdeki seyri okulların ta açılma ihtimalini geçen gün azaltıyor bence risk alınmamalı azından ilk yarı yıl sadece aşağıda belitiğim sınıfların okula gelmesi diğer sınıfların uzaktan öğretime devam etmesi yerinde bir karar olacaktır 
Negatif,ayasofya kararı islak rahibenin içine oturmuş memnuniyetsiz bir element yav 
Pozitif,domatesli pirinç pilavını bilirim yerim yapmak aklıma gelmezsee no evil monkey bilir misiniz sever misiniz yapar mısınız 
Negatif,he an öyle olduk şansıma sokim 
Negatif,bi sus amcik 
Pozitif,fenerbahçe başkanı ali koç un mahkemeye verdiği bey nın final kısmı 
Negatif,ergür altan orospu çocuğu 
Pozitif,netflix izlerken yanlışlıkla başka bir kadına aşık oldum yok mafyalı tecavüzlü türk dizileri ahlakımı geri kazanmam gerek 
Pozitif,çocuğu okula yazdırcaz koronadan korkuyoruz sene beklesek mi 
Pozitif,benim salaklığım 
Negatif,naber berduş 
Pozitif,kadar güzelsin tvde kanalları gezerken takılı kaldım yine 
Negatif,sekai çiftinden moment veriyorlar aq itiyle 
Negatif,etrafım andaval dolu 
Negatif,biraz önce telefonum çaldı çarşıdaydım merhaba sürtük diyo noldu lan dedim milasa geliniyo haber verilmiyo dedi gördün dedim snap konumundan dedi what 
Negatif,hanim gun mahallede kadar hayvan varsa etrafina toplayip onlari doyuruyor kedi kopek karga sisko 
Pozitif,muhteşem bir ekip muhteşem bir güne yakışır organizasyon yapan vesile olan düşünen varsa allah razı olsun tabi sizlerin şimdiden ağzına sağlık abi 
Negatif,su an sakso cekebilecegim kimse yok 
Negatif,arkadaşlar yaşıyoruz üzerinizdeki thrasher ürün orijinal değilse giymeyin artık amk yeter 
Pozitif,yorum okumaya geldim 
Pozitif,ucretli öğretmenler magduriyetlerinin giderilmesi kadro 
Pozitif,senin değil hayvanlar rahat ol 
Negatif,kapitalizmden bahsediyor belediye konseri hükümete havlıyor ahlaksız 
Pozitif,ordan cennet bir puan lütfen bana 
Negatif,sikem popilizmi amk ergen kafası 
Negatif,belhanda nın pas istediği pozisyona bak aq siktirgit takımdan sikik 
Pozitif,seyfi dursunoğlu namıdiğer huysuz virjin vefat etti lerde başladığı zor bir kariyeri li ylara kadar sürdürmeyi başaran bir sanatk rdı sansüre karşı bir huysuz virjin olmamaya karar vermişti allah rahmet eylesin 
Pozitif,dünyada yil yaklaşık bin civarında cocugun kaybolduğu bildiriliyor kayıp vakalarının çoğu savaş bölgelerinde yoksul ülkelerde gerçekleşiyor 
Pozitif,hülya avşar yazlığının havuzunda kulaç atarken poz verip demiş var mısınız böyle gün dakikaya ben varım havuz yok para yok iş yok yokoğluyok 
Pozitif,şükür namazı vakti senin kutlu mabedde kıymetlilerim inanan kardeşlerimle omuz omuza secde etmek 
Negatif,içtiğin zıkkımın tiryakisi olacağına benim tirkayim olsaydın durumda olmazdık salak 
Pozitif,hatırlayan benimle yaşıttır hafızası sağlamdır 
Negatif,amına koyam adamı koydunuz oraya reklama bak 
Pozitif,allahın verdiği canı lah alır başkasının yaşam hakkını kimse alamaz şerefsiz adam bence idam edilmeli 
Pozitif,ayasofya ilgili benden beste isteyen dostlarım yeni bir besteye gerek yok güzel beste orada beş vakit okunacak 
Pozitif,kanatlandı umudumun kanatları 
Negatif,sana sorcam yarrağım 
Pozitif,kadar vahşetin sapıklığın cinayetin işlendiği bir zaman kadap pislik insanın yaşadığı bir dünyada yaşıyoruz artık erkeklerin kadın olma isteği kadınların erkek çocuk hayvan tecavüzleri ben hayata nefes alamıyorum artık iğreniyorum sizlerden 
Negatif,adam oynamazsan taraftar sahayı basar senin ayağını kırar 
Pozitif,iş hayatına girdik hadi bakalım hayırlısı 
Pozitif,huzurlu şık güzel bir gün olsun mutlu sabahlar aşk 
Pozitif,istanbul şiir şarkı yazanlar yazdınız zengin misiniz bi geldim öküz pahalı kalabalık korkunç 
Negatif,bunlar omurgasız amk 
Negatif,sikem bele hayati 
Negatif,cehennemlik kafir sen senin şeriatçı köpeklerdir hdini bil terbiye yoksunu ailen terbiye vermemiş belli büyütürken erkek olun erkek ahlaksız terbiyesiz 
Negatif,yatırır götünü sikerim hacı 
Pozitif,şuraya girince kendimi tutamayıp tweetleri beğeniyorum 
Pozitif,böyle şeyler sık yarşanmalı 
Pozitif,bir çiçeği büyüten sevgi insanı değiştirmez mi sanıyorsun 
Pozitif,binali yıldırımın orada işi var 
Negatif,birgün bende biter sende başlarsa umrumda değil geber 
Negatif,diğer kadına acıyorum sana acımıyorum kimse üzülmiycek sadece sen üzüleceksin bunu ben yapıcam metres bozuntusu ahlaksız kaşar 
Pozitif,ellerine siyasetin kiri bulaşmış insanlar tarafından ülkedeki cahil eğitimsiz sapık kesimine bizi sindirmek hiçbir yapılmayarak ssiz kalınıyor yine planlı yine isteyerek 
Pozitif,makyaj yapma isteğim fırçayı elime alana kadar geçerli 
Negatif,benim attığım sms sorgulanıyo size kardeşim benim param benim paramdır si zene istersem adamın kaşı gözü atarım istersem performansı si zene aq 
Pozitif,sanırım tiksintisi onu bir miktar şaşırtmış 
Negatif,fazla kalp kıran andaval alımı yapmıyoruz kardeşim 
Pozitif,bugün atatürk ün imzaladığı kararnameyi iptal edenlere yarın atatürk ün imzaladığı başka hangi kararları kararnameleri iptal etmeyi düşünüyorsunuz sormak lazım atatürk ün kurduğu laik cumhuriyeti dönüştürmek isteyen malum siyasete yol veren bir karardır 
Negatif,hala tercih sanıyor allahın eğitimsiz çomarı kadar bütün dünya tıp profesörleri bunun doğuştan olduğunu onayladı senin okumamış hergele inkar ediyor yürü git bi tane kitap oku bari tipsiz bari beynin gelişsin 
Negatif,kardeşlerim hiçbir yerde adam akıllı haber bulamıyoruz son durum nedir kaç şehitimiz var kaç tane köpek öldürdük 
Negatif,hay sokim datca na and daglarinda bi gizli bahce mk fahis restoran otel fiyatlariyla sene istanbullulari 
Pozitif,kelebek te şimdi ayda tl taksitle yatak odanızı yenilemenin tam zamanı sosyal hayata destek paketi şık rahat 
Pozitif,ay önceki durum boşuna demiyoruz aylıksınız diyee 
Negatif,lan dingil senden mi öğrenecek millet kime oy vereceğini angut sen beğenmiyorsan vermezsin 
Pozitif,sene sonra kokuyu almak var bir 
Negatif,sosyetenin cilalı mermer taşlarında büyüdün amcık 
Pozitif,evleniyorsun balayına gitmişsin kahvaltıda eşin diyor beynimizin unu kullanıyoruz aşkım hepsini klansak var of 
Negatif,dün izlemedim tagde anlatılır bi oç köpek atmış herkes obu kpnuşuyor dünki bölümde oldu konseyde 
Negatif,siktir git pezevenk geçen sene attığın fotoda odun parçları vardı kimi kandırıyorsun 
Pozitif,salaklığıma doymayayım 
Negatif,orospu çocugu senin ben amk seni çekip çikartan doktorun ebesini sikeyim gavat godoş 
Negatif,sdkrn kemalin kucağına öyle deyince oturuyormusunuz aptal pç 
Pozitif,gençler gaz verdiyse artık adam cumhurbaşkanı adayı olacak 
Negatif,ataya hakaret edilmesini normalleştirem sülaleyi devlte işe soxam tsk yı sikem anayasayı öcalana yazdıram 
Negatif,sen kedine acı lavuk 
Pozitif,kadar kötüsünüz küçücük bir olayın cümlenin bir insanı etkilediğinin farkında değilsiniz 
Pozitif,nilüferşov yapma şarkısını armağan ediyorum bazılarına 
Negatif,akp ni eskort şarkıcı bozuntusu yalakalikda sinir tanımayan yorumuyla netflixe yorum yapmakdan alıkoyamamış kendini malum işler kesat pandemiden dolayı eskort sektörü çöküşde 
Negatif,azdığım zaman buluşabileceğim bir fuckbuddy arıyorum 
Pozitif,yıl kitap fuarıyla ilgili övgü dolu yazılar ele alan yerel gazetelerin genel yayın yönetmenleri başyazarları fuarda 
Negatif,bana diss atıyon bücür 
Negatif,damlanin başarili güzel olmasi reyting getiriyor olmasi bi kiskanç kizlari bi barzo fanlari rahatsiz ediyor 
Pozitif,şık arasında kalmışımdır 
Pozitif,ortalamam vardır bi dersim aa gelmiştir 
Pozitif,allah sokak hayvanlarına eziyet edenlerin canından alıp sokak hayvanlarına versin 
Pozitif,kavak yelleri efe bi anda ortadan kaybolup herkesin öldü bilmesine ihtiyacım var kafamı dinleyince dönerim geri 
Pozitif,bence önemli sorun metnin kendi içinde tutarlılığı inandırıcılığı meselesidir 
Pozitif,nazan öncel köpek aşık olduğu adamdan ayrılmış bir şekilde onun arkasından göç albümünü yapmış onun arkasından 
Pozitif,valla değil sadece kere yapabildim gaza gelmiştim 
Negatif,ibneyi sana dm yoluyla söylemiştim bana şöyle söyledi avrupayı adil sanıyorsunuz gelin görün ammısına koyam 
Negatif,seni bücür seni ahahahah 
Pozitif,sn cumhurbaşkanımız genel başkanımız grup konuşmasına başladı haftamız hayırlı olsun 
Negatif,lan sen bittin yavşak resimleri tı şerefsiz bide utanmadan iftira atıyor 
Pozitif,fakiriz salak degiliz 
Pozitif,bir millet bir şehre yıldır hakim olur hala kadar güvensiz olur 
Pozitif,eylüle kadar boşuna beklemeyelim lutfen ders hakkımız bizlere geri verilsin 
Pozitif,fikret ormanın açıklamaları gerçekten dürüstçe bizde beşiktaşın başarılı olmasını istiyoruz elbette 
Pozitif,yuh uygulama fikri aklıma gelmedi aşırı iyi 
Negatif,bela olurum başına aslanım belaa 
Pozitif,bebek dün akşam çukurova mahmut karaaslan yiğit cami minare ye girmiş 
Pozitif,aşk dizisinin senaryosunu vekiller okuyor tm ye kadar taşınıyor abi tbmm yi bir dizi değil kadına şdet meşgul edin 
Negatif,türkçeni sikim senin 
Negatif,allah belanı versin psikopat ruh hastası 
Negatif,gerizekalı taraftar grubu 
Pozitif,cunku şık bir video gormesi gerekliydi tamamen kiskanclik oldugunu dusunuyorum 
Pozitif,yapmaya çalışıyorsunbari düzgün yap yazdım 
Negatif,arkadaslar gerizekalı mısınız 
Negatif,öldürürüm seni köpekk yılan 
Negatif,neren kaşınıyor lan yedi sülaleni kazırım senin dürzü adabını 
Negatif,bir kivirma olayina basladilar isler boka sardikca 
Pozitif,sındırgı kadın kolları kongremizde tekrar seçilerek başkanlık görevine devam eden nagihan eroğlu yönetimini tebrik ediyor 
Negatif,vekil degil yiyici boyle vekilmi olur mk ilk okul terk götveren 
Pozitif,canlarım aradaki fark had gidelim yorum yapalım görenler rt yapsın orda toplanalım 
Pozitif,spor videosu değil lle izlemek isteyenler varsa yerde yuvarlanan panda videolarına bakabilirler arada fark yok 
Negatif,tipsiz zamparalar 
Pozitif,naber çocuk çocuk hareketlere davam 
Pozitif,temeli atılan milyonluk liralık baraj yapılan incelemede yerinde bulunamadı 
Negatif,hay amk zirzop ları 
Negatif,kafasız diyebilirim 
Negatif,allah belanı versin pislik adi şerefsiz lah senin belanı versin yanarak yok ol acı çekerek geber pis herif 
Pozitif,ancak senelik hapis mahkemeler sürecinde ahmet şık dim dik bir duruş sergileyip dönemin kumpas mahkeme heyetlerini 
Pozitif,işkur paydaşlığı açılan bilgisayar işletmenliği eğitimimizde kablo hatalırını öğreniyoruz 
